
SPDR S&P 500 ETF Trust,Last: 499.72,Change:  4.56
"Date: April 22, 2024 at 7:00 PM EDT",Bid: 499.61,Ask: 499.64,Size: 11*11,"Volume: 67,851,330"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri May 24 2024,SPY240524C00512000,4.3,0.6,4.26,4.31,145,0.1393,0.3264,0.0175,320,512.00,SPY240524P00512000,14.9,-4.275,14.8,14.96,556,0.1406,-0.7219,0.0202,1224
Fri May 24 2024,SPY240524C00513000,4.41,1.005,3.92,3.97,197,0.1385,0.3086,0.0172,451,513.00,SPY240524P00513000,15.17,-4.77,15.35,15.67,23,0.138,-0.7435,0.0201,782
Fri May 24 2024,SPY240524C00514000,3.57,0.445,3.59,3.64,284,0.1376,0.2909,0.0168,573,514.00,SPY240524P00514000,14.99,-5.73,16.07,16.4,11,0.1371,-0.7649,0.0199,1050
Fri May 24 2024,SPY240524C00515000,3.31,0.435,3.29,3.33,1212,0.1366,0.2733,0.0164,684,515.00,SPY240524P00515000,16.15,-5.365,16.82,17.15,81,0.1362,-0.7862,0.0197,333
Fri May 24 2024,SPY240524C00516000,2.98,0.36,3,3.04,472,0.1361,0.2566,0.016,641,516.00,SPY240524P00516000,19.29,-3.045,17.59,17.93,61,0.1354,-0.8074,0.0195,788
Fri May 24 2024,SPY240524C00517000,2.72,0.325,2.73,2.77,557,0.1352,0.24,0.0155,523,517.00,SPY240524P00517000,17.24,-5.955,18.39,18.73,8,0.1347,-0.8281,0.0192,142
Fri May 24 2024,SPY240524C00518000,2.46,0.28,2.48,2.52,245,0.1344,0.2239,0.015,627,518.00,SPY240524P00518000,18,-6.045,19.15,19.55,63,0.1329,-0.8489,0.0189,190
Fri May 24 2024,SPY240524C00519000,2.24,0.26,2.25,2.29,311,0.1338,0.2084,0.0145,544,519.00,SPY240524P00519000,18.65,-6.275,20,20.41,8,0.1324,-0.8692,0.0185,453
Fri May 24 2024,SPY240524C00520000,2.03,0.235,2.03,2.07,2677,0.1331,0.1934,0.0139,1309,520.00,SPY240524P00520000,18.56,-7.265,20.86,21.26,22,0.131,-0.8892,0.0182,501
Fri May 24 2024,SPY240524C00521000,1.88,0.255,1.83,1.87,251,0.1323,0.179,0.0133,434,521.00,SPY240524P00521000,21.85,-4.895,21.75,22.16,5,0.1303,-0.9091,0.0178,221
Fri May 24 2024,SPY240524C00522000,1.68,0.215,1.64,1.68,541,0.1318,0.1653,0.0127,469,522.00,SPY240524P00522000,24.33,-3.345,22.65,23.06,1,0.1284,-0.9277,0.0173,368
Fri May 24 2024,SPY240524C00523000,1.47,0.145,1.47,1.51,948,0.1311,0.1519,0.0121,919,523.00,SPY240524P00523000,25.43,-3.205,23.58,23.99,16,0.126,-0.9472,0.0171,310
Fri May 24 2024,SPY240524C00524000,1.42,0.23,1.32,1.35,617,0.1304,0.1398,0.0115,454,524.00,SPY240524P00524000,27.6,-2.025,24.53,24.96,2,0,-0.9635,0.0155,15
Fri May 24 2024,SPY240524C00525000,1.17,0.1,1.18,1.21,795,0.13,0.1281,0.0109,1654,525.00,SPY240524P00525000,28.65,-1.955,25.51,25.95,9,0,-0.977,0.0128,20
Fri May 24 2024,SPY240524C00526000,1.22,0.26,1.05,1.08,242,0.1294,0.1172,0.0102,1366,526.00,SPY240524P00526000,26.84,0,26.51,26.96,0,0,-0.987,0.0076,0
Fri May 24 2024,SPY240524C00527000,1.01,0.15,0.93,0.96,370,0.1288,0.1069,0.0096,511,527.00,SPY240524P00527000,32.75,0,27.51,27.95,0,0,-0.9942,0.0034,0
Fri May 24 2024,SPY240524C00528000,1.04,0.275,0.83,0.86,62,0.1286,0.0974,0.009,497,528.00,SPY240524P00528000,31.4,-2.195,28.51,28.95,1,0,-0.9988,0.0007,0
Fri May 24 2024,SPY240524C00529000,0.94,0.255,0.73,0.76,220,0.1279,0.0885,0.0084,310,529.00,SPY240524P00529000,27.88,0,29.51,29.95,0,0,-1,0,0
Fri May 24 2024,SPY240524C00530000,0.67,0.06,0.65,0.67,417,0.1276,0.0802,0.0078,804,530.00,SPY240524P00530000,30.88,0,30.51,30.95,0,0,-1,0,3
Fri May 24 2024,SPY240524C00531000,0.74,0.2,0.57,0.6,124,0.1273,0.0727,0.0073,402,531.00,SPY240524P00531000,29.91,0,31.51,31.95,0,0,-1,0,3
Fri May 24 2024,SPY240524C00532000,0.52,0.04,0.51,0.53,35,0.1273,0.0656,0.0068,640,532.00,SPY240524P00532000,28.12,0,32.51,32.95,0,0,-1,0,0
Fri May 24 2024,SPY240524C00533000,0.64,0.21,0.45,0.47,16,0.1271,0.0593,0.0062,1253,533.00,SPY240524P00533000,31.9,0,33.51,33.95,0,0,-1,0,0
Fri May 24 2024,SPY240524C00534000,0.5,0.12,0.4,0.42,256,0.1272,0.0535,0.0058,570,534.00,SPY240524P00534000,23.89,0,34.51,34.95,0,0,-1,0,0
Fri May 24 2024,SPY240524C00535000,0.35,0.01,0.35,0.37,268,0.1269,0.0483,0.0053,477,535.00,SPY240524P00535000,37.75,0,35.51,35.95,0,0,-1,0,0
Fri May 24 2024,SPY240524C00536000,0.41,0.11,0.31,0.33,19,0.127,0.0436,0.0049,544,536.00,SPY240524P00536000,35.08,0,36.51,36.95,0,0,-1,0,0
Fri May 24 2024,SPY240524C00537000,0.29,0.02,0.27,0.29,22,0.1267,0.0395,0.0045,273,537.00,SPY240524P00537000,37.01,0,37.51,37.95,0,0,-1,0,0
Fri May 24 2024,SPY240524C00538000,0.3,0.06,0.24,0.26,8,0.127,0.0357,0.0041,263,538.00,SPY240524P00538000,36.91,0,38.51,38.95,0,0,-1,0,0
Fri May 24 2024,SPY240524C00539000,0.28,0.07,0.21,0.23,249,0.127,0.0323,0.0038,1004,539.00,SPY240524P00539000,25.3,0,39.51,39.95,0,0,-1,0,0
Fri May 24 2024,SPY240524C00540000,0.2,0.01,0.19,0.21,126,0.1277,0.0292,0.0035,1011,540.00,SPY240524P00540000,36.55,0,40.51,40.95,0,0,-1,0,0
Fri May 24 2024,SPY240524C00545000,0.12,0.005,0.11,0.12,251,0.1296,0.0181,0.0023,1113,545.00,SPY240524P00545000,30.45,0,45.5,45.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00550000,0.07,0,0.07,0.08,203,0.134,0.0118,0.0015,378,550.00,SPY240524P00550000,34.3,0,50.5,50.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00555000,0.05,0.005,0.04,0.06,14,0.1386,0.0082,0.0011,311,555.00,SPY240524P00555000,36.16,0,55.5,55.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00560000,0.05,0.015,0.03,0.04,113,0.1436,0.006,0.0008,386,560.00,SPY240524P00560000,0,0,60.5,60.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00565000,0.03,0.005,0.02,0.03,59,0.1486,0.0045,0.0006,155,565.00,SPY240524P00565000,46.04,0,65.5,65.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00570000,0.01,0,0.02,0.03,0,0.1585,0.0035,0.0004,62,570.00,SPY240524P00570000,0,0,70.5,70.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00575000,0.02,0,0.01,0.02,0,0.1602,0.0028,0.0004,17,575.00,SPY240524P00575000,0,0,75.5,75.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00580000,0.02,0.005,0.01,0.02,101,0.1695,0.0022,0.0003,61,580.00,SPY240524P00580000,0,0,80.5,80.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00585000,0.01,0,0.01,0.02,0,0.1785,0.0018,0.0002,15,585.00,SPY240524P00585000,0,0,85.5,85.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00590000,0.01,-0.005,0.01,0.02,3,0.1875,0.0015,0.0002,530,590.00,SPY240524P00590000,0,0,90.49,90.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00595000,0.03,0,0.01,0.02,0,0.1963,0.0012,0.0001,11,595.00,SPY240524P00595000,0,0,95.49,95.96,0,0,-1,0,0
Fri May 24 2024,SPY240524C00600000,0.01,0,0,0.02,1,0.1982,0.001,0.0001,14,600.00,SPY240524P00600000,0,0,100.49,100.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00300000,199.7,3.205,201.03,201.53,2,0,0.9987,0.0001,9,300.00,SPY240531P00300000,0.05,-0.035,0.04,0.05,117,0.5566,-0.002,0.0001,3651
Fri May 31 2024,SPY240531C00305000,222,0,196.07,196.56,0,0,0.9985,0.0001,41,305.00,SPY240531P00305000,0.05,-0.035,0.04,0.05,302,0.54,-0.0022,0.0001,551
Fri May 31 2024,SPY240531C00310000,216.72,0,191.1,191.6,0,0,0.9983,0.0001,18,310.00,SPY240531P00310000,0.1,0,0.05,0.06,0,0.5336,-0.0024,0.0001,926
Fri May 31 2024,SPY240531C00315000,167.5,0,186.14,186.63,0,0,0.998,0.0001,30,315.00,SPY240531P00315000,0.06,-0.045,0.05,0.06,2,0.5172,-0.0026,0.0001,282
Fri May 31 2024,SPY240531C00320000,148.69,0,181.18,181.67,0,0,0.9978,0.0001,3,320.00,SPY240531P00320000,0.07,-0.045,0.06,0.07,4,0.5093,-0.0029,0.0001,228
Fri May 31 2024,SPY240531C00325000,202.14,0,176.22,176.71,0,0.4074,0.9975,0.0001,2,325.00,SPY240531P00325000,0.12,0,0.06,0.07,0,0.4931,-0.0032,0.0001,263
Fri May 31 2024,SPY240531C00330000,184.11,0,171.25,171.74,0,0.3982,0.9972,0.0001,107,330.00,SPY240531P00330000,0.15,0,0.07,0.08,0,0.4842,-0.0035,0.0001,637
Fri May 31 2024,SPY240531C00335000,134.26,0,166.29,166.78,0,0.4123,0.9969,0.0001,1,335.00,SPY240531P00335000,0.09,-0.055,0.07,0.09,2,0.4713,-0.0038,0.0001,230
Fri May 31 2024,SPY240531C00340000,179.27,0,161.33,161.82,0,0.4144,0.9965,0.0002,67,340.00,SPY240531P00340000,0.15,0,0.08,0.09,0,0.4585,-0.0042,0.0002,602
Fri May 31 2024,SPY240531C00345000,126.09,0,156.37,156.86,0,0.4118,0.9961,0.0002,82,345.00,SPY240531P00345000,0.17,0,0.09,0.1,0,0.4481,-0.0046,0.0002,191
Fri May 31 2024,SPY240531C00350000,172.61,0,151.41,151.9,0,0.4065,0.9956,0.0002,171,350.00,SPY240531P00350000,0.14,-0.05,0.1,0.11,103,0.4372,-0.0051,0.0002,3223
Fri May 31 2024,SPY240531C00355000,166.56,0,146.46,146.94,0,0.4027,0.9951,0.0002,71,355.00,SPY240531P00355000,0.13,-0.075,0.11,0.12,29,0.4259,-0.0056,0.0002,50698
Fri May 31 2024,SPY240531C00360000,123.56,0,141.5,141.98,0,0.394,0.9946,0.0002,486,360.00,SPY240531P00360000,0.12,-0.105,0.12,0.13,1,0.4142,-0.0061,0.0002,77180
Fri May 31 2024,SPY240531C00365000,113.08,0,136.55,137.02,0,0.3869,0.9939,0.0003,102,365.00,SPY240531P00365000,0.16,-0.085,0.13,0.14,66,0.4023,-0.0068,0.0003,2682
Fri May 31 2024,SPY240531C00370000,109.01,0,131.59,132.07,0,0.3785,0.9932,0.0003,330,370.00,SPY240531P00370000,0.18,-0.09,0.14,0.16,100,0.3918,-0.0075,0.0003,2068
Fri May 31 2024,SPY240531C00375000,140.9,0,126.63,127.11,0,0.3675,0.9924,0.0004,98,375.00,SPY240531P00375000,0.2,-0.095,0.16,0.17,1,0.3807,-0.0083,0.0004,4083
Fri May 31 2024,SPY240531C00380000,140.75,0,121.69,122.16,0,0.3608,0.9915,0.0004,157,380.00,SPY240531P00380000,0.17,-0.155,0.17,0.19,39,0.3693,-0.0092,0.0004,1497
Fri May 31 2024,SPY240531C00385000,94.58,0,116.73,117.21,0,0.3501,0.9905,0.0005,24,385.00,SPY240531P00385000,0.23,-0.125,0.19,0.21,1,0.3587,-0.0102,0.0005,497
Fri May 31 2024,SPY240531C00390000,123.18,0,111.79,112.26,0,0.3413,0.9893,0.0005,56,390.00,SPY240531P00390000,0.21,-0.175,0.21,0.22,17,0.3466,-0.0114,0.0005,1602
Fri May 31 2024,SPY240531C00395000,107.18,0,106.83,107.31,0,0.3296,0.988,0.0006,109,395.00,SPY240531P00395000,0.24,-0.185,0.23,0.25,26,0.3361,-0.0127,0.0006,499
Fri May 31 2024,SPY240531C00400000,97.71,0,101.9,102.36,0,0.3204,0.9865,0.0007,283,400.00,SPY240531P00400000,0.26,-0.21,0.25,0.27,503,0.3242,-0.0142,0.0007,109111
Fri May 31 2024,SPY240531C00405000,94.68,2.065,96.95,97.42,1,0.3096,0.9848,0.0008,298,405.00,SPY240531P00405000,0.28,-0.235,0.28,0.3,62,0.3135,-0.016,0.0008,156684
Fri May 31 2024,SPY240531C00406000,116.29,0,95.97,96.43,0,0.308,0.9844,0.0008,93,406.00,SPY240531P00406000,0.28,-0.245,0.28,0.3,2,0.3104,-0.0164,0.0008,474
Fri May 31 2024,SPY240531C00407000,74.77,0,94.98,95.44,0,0.3056,0.984,0.0008,400,407.00,SPY240531P00407000,0.5,0,0.29,0.31,0,0.3088,-0.0167,0.0008,6064
Fri May 31 2024,SPY240531C00408000,113.09,0,93.99,94.46,0,0.3039,0.9836,0.0008,154,408.00,SPY240531P00408000,0.36,-0.19,0.3,0.31,1,0.3065,-0.0171,0.0008,4523
Fri May 31 2024,SPY240531C00409000,95.3,0,93,93.47,0,0.3014,0.9832,0.0009,86,409.00,SPY240531P00409000,0.29,-0.27,0.3,0.32,8,0.304,-0.0175,0.0009,408
Fri May 31 2024,SPY240531C00410000,112.6,0,92.02,92.48,0,0.2997,0.9828,0.0009,245,410.00,SPY240531P00410000,0.31,-0.26,0.31,0.33,93,0.3024,-0.018,0.0009,2010
Fri May 31 2024,SPY240531C00411000,70.95,0,91.03,91.49,0,0.2972,0.9824,0.0009,125,411.00,SPY240531P00411000,0.3,-0.285,0.32,0.33,2,0.2998,-0.0184,0.0009,741
Fri May 31 2024,SPY240531C00412000,110.51,0,90.04,90.5,0,0.2947,0.9819,0.0009,100,412.00,SPY240531P00412000,0.54,0,0.32,0.34,0,0.2974,-0.0189,0.001,360
Fri May 31 2024,SPY240531C00413000,94.09,0,89.05,89.52,0,0.2929,0.9814,0.001,438,413.00,SPY240531P00413000,0.32,-0.29,0.33,0.35,5,0.2956,-0.0194,0.001,4991
Fri May 31 2024,SPY240531C00414000,107.88,0,88.07,88.53,0,0.291,0.9809,0.001,135,414.00,SPY240531P00414000,0.41,-0.215,0.34,0.35,2,0.2932,-0.0198,0.001,697
Fri May 31 2024,SPY240531C00415000,92.77,0,87.08,87.54,0,0.2884,0.9804,0.001,264,415.00,SPY240531P00415000,0.34,-0.3,0.34,0.36,74,0.2907,-0.0203,0.001,1410
Fri May 31 2024,SPY240531C00416000,106.89,0,86.09,86.56,0,0.2865,0.9799,0.001,104,416.00,SPY240531P00416000,0.39,-0.265,0.35,0.37,2,0.2888,-0.0209,0.0011,328
Fri May 31 2024,SPY240531C00417000,100.81,0,85.11,85.57,0,0.2846,0.9794,0.0011,436,417.00,SPY240531P00417000,0.44,-0.23,0.36,0.37,1,0.2863,-0.0214,0.0011,471
Fri May 31 2024,SPY240531C00418000,80.93,0,84.12,84.59,0,0.2826,0.9788,0.0011,199,418.00,SPY240531P00418000,0.62,0,0.37,0.38,0,0.2843,-0.022,0.0011,383
Fri May 31 2024,SPY240531C00419000,63.99,0,83.14,83.6,0,0.2805,0.9783,0.0012,119,419.00,SPY240531P00419000,0.5,-0.2,0.37,0.39,1,0.2817,-0.0226,0.0012,427
Fri May 31 2024,SPY240531C00420000,99.9,0,82.15,82.61,0,0.2779,0.9777,0.0012,41,420.00,SPY240531P00420000,0.4,-0.32,0.38,0.4,23,0.2797,-0.0231,0.0012,2204
Fri May 31 2024,SPY240531C00421000,77.88,0,81.17,81.63,0,0.2764,0.977,0.0012,466,421.00,SPY240531P00421000,0.49,-0.245,0.39,0.41,1,0.2776,-0.0238,0.0012,383
Fri May 31 2024,SPY240531C00422000,76.48,0,80.18,80.64,0,0.2737,0.9764,0.0013,81,422.00,SPY240531P00422000,0.6,0,0.4,0.42,0,0.2756,-0.0244,0.0013,568
Fri May 31 2024,SPY240531C00423000,92.82,0,79.19,79.66,0,0.2716,0.9758,0.0013,93,423.00,SPY240531P00423000,0.72,0,0.41,0.43,0,0.2734,-0.0251,0.0013,276
Fri May 31 2024,SPY240531C00424000,81.48,0,78.22,78.67,0,0.2699,0.9751,0.0013,167,424.00,SPY240531P00424000,0.81,0,0.42,0.44,0,0.2713,-0.0258,0.0014,655
Fri May 31 2024,SPY240531C00425000,76,2.96,77.23,77.69,2,0.2677,0.9744,0.0014,56,425.00,SPY240531P00425000,0.39,-0.42,0.43,0.45,401,0.2691,-0.0265,0.0014,4598
Fri May 31 2024,SPY240531C00426000,88.71,0,76.25,76.71,0,0.266,0.9736,0.0014,143,426.00,SPY240531P00426000,0.78,0,0.44,0.46,0,0.2669,-0.0272,0.0014,540
Fri May 31 2024,SPY240531C00427000,93.87,0,75.26,75.72,0,0.2632,0.9729,0.0015,120,427.00,SPY240531P00427000,0.54,-0.31,0.45,0.47,1,0.2646,-0.028,0.0015,90
Fri May 31 2024,SPY240531C00428000,95.73,0,74.28,74.74,0,0.2614,0.9721,0.0015,503,428.00,SPY240531P00428000,0.54,-0.34,0.46,0.48,2,0.2624,-0.0288,0.0015,119
Fri May 31 2024,SPY240531C00429000,78.96,0,73.3,73.76,0,0.2595,0.9713,0.0016,94,429.00,SPY240531P00429000,0.54,-0.36,0.47,0.49,2,0.2602,-0.0296,0.0016,851
Fri May 31 2024,SPY240531C00430000,75.55,7.365,72.32,72.78,3,0.2576,0.9704,0.0016,218,430.00,SPY240531P00430000,0.45,-0.47,0.48,0.5,369,0.2579,-0.0305,0.0016,2563
Fri May 31 2024,SPY240531C00431000,71.47,0,71.34,71.79,0,0.2552,0.9695,0.0017,226,431.00,SPY240531P00431000,0.93,0,0.5,0.51,0,0.2558,-0.0314,0.0017,3051
Fri May 31 2024,SPY240531C00432000,66.7,0,70.36,70.81,0,0.2533,0.9686,0.0017,256,432.00,SPY240531P00432000,0.51,-0.46,0.51,0.53,11,0.2541,-0.0323,0.0017,131
Fri May 31 2024,SPY240531C00433000,53.92,0,69.38,69.83,0,0.2513,0.9676,0.0018,305,433.00,SPY240531P00433000,0.72,-0.28,0.52,0.54,11,0.2516,-0.0333,0.0018,404
Fri May 31 2024,SPY240531C00434000,72.62,0,68.4,68.85,0,0.2492,0.9666,0.0018,592,434.00,SPY240531P00434000,0.54,-0.49,0.54,0.56,24,0.25,-0.0343,0.0019,235
Fri May 31 2024,SPY240531C00435000,66.33,2.98,67.42,67.87,1,0.2471,0.9656,0.0019,360,435.00,SPY240531P00435000,0.54,-0.52,0.55,0.57,97,0.2475,-0.0354,0.0019,1319
Fri May 31 2024,SPY240531C00436000,80.29,0,66.44,66.9,0,0.2454,0.9645,0.002,571,436.00,SPY240531P00436000,0.78,-0.31,0.57,0.59,1,0.2458,-0.0365,0.002,111
Fri May 31 2024,SPY240531C00437000,72.84,0,65.47,65.92,0,0.2436,0.9634,0.002,101,437.00,SPY240531P00437000,0.7,-0.42,0.58,0.6,1,0.2433,-0.0376,0.0021,195
Fri May 31 2024,SPY240531C00438000,66.71,0,64.49,64.94,0,0.2413,0.9622,0.0021,114,438.00,SPY240531P00438000,1.18,0,0.6,0.62,0,0.2415,-0.0388,0.0021,59
Fri May 31 2024,SPY240531C00439000,65.32,0,63.51,63.96,0,0.2391,0.9609,0.0022,248,439.00,SPY240531P00439000,1.2,0,0.62,0.64,0,0.2397,-0.0401,0.0022,2024
Fri May 31 2024,SPY240531C00440000,61.49,0,62.54,62.99,0,0.2375,0.9596,0.0022,109,440.00,SPY240531P00440000,0.63,-0.595,0.64,0.66,434,0.2377,-0.0415,0.0023,6288
Fri May 31 2024,SPY240531C00441000,65.34,0,61.56,62.01,0,0.2352,0.9583,0.0023,374,441.00,SPY240531P00441000,0.63,-0.63,0.65,0.68,3,0.2354,-0.0428,0.0024,282
Fri May 31 2024,SPY240531C00442000,76.4,0,60.59,61.04,0,0.2334,0.9568,0.0024,422,442.00,SPY240531P00442000,0.69,-0.61,0.68,0.7,6,0.2337,-0.0443,0.0024,1428
Fri May 31 2024,SPY240531C00443000,59.87,0,59.62,60.07,0,0.2317,0.9554,0.0025,1175,443.00,SPY240531P00443000,0.69,-0.65,0.7,0.72,11,0.2317,-0.0457,0.0025,962
Fri May 31 2024,SPY240531C00444000,59.41,0,58.65,59.1,0,0.2299,0.9538,0.0026,854,444.00,SPY240531P00444000,1.03,-0.355,0.72,0.74,42,0.2295,-0.0473,0.0026,709
Fri May 31 2024,SPY240531C00445000,56.74,2.96,57.67,58.12,2,0.2274,0.9522,0.0027,600,445.00,SPY240531P00445000,0.77,-0.66,0.74,0.76,251,0.2275,-0.049,0.0027,60771
Fri May 31 2024,SPY240531C00446000,54.72,1.89,56.7,57.16,2,0.2257,0.9505,0.0028,749,446.00,SPY240531P00446000,1.06,-0.415,0.77,0.79,4,0.2258,-0.0508,0.0028,136
Fri May 31 2024,SPY240531C00447000,55.07,0,55.74,56.19,0,0.224,0.9487,0.0029,668,447.00,SPY240531P00447000,0.76,-0.765,0.79,0.82,18,0.2238,-0.0526,0.0029,2194
Fri May 31 2024,SPY240531C00448000,52.08,0,54.78,55.22,0,0.2223,0.9468,0.003,507,448.00,SPY240531P00448000,0.78,-0.795,0.82,0.84,15,0.2218,-0.0545,0.0031,849
Fri May 31 2024,SPY240531C00449000,60.57,0,53.81,54.25,0,0.2202,0.9448,0.0031,765,449.00,SPY240531P00449000,0.83,-0.8,0.85,0.87,54,0.22,-0.0565,0.0032,542
Fri May 31 2024,SPY240531C00450000,53.96,4.905,52.85,53.29,7,0.2185,0.9427,0.0032,1474,450.00,SPY240531P00450000,0.9,-0.785,0.88,0.9,1045,0.2181,-0.0587,0.0033,87137
Fri May 31 2024,SPY240531C00451000,52.04,3.915,51.88,52.33,2,0.2166,0.9406,0.0034,652,451.00,SPY240531P00451000,0.93,-0.815,0.91,0.93,19,0.2162,-0.0608,0.0034,581
Fri May 31 2024,SPY240531C00452000,52.4,0,51.02,51.21,0,0.2132,0.9383,0.0035,214,452.00,SPY240531P00452000,0.97,-0.835,0.94,0.97,11,0.2145,-0.0632,0.0035,2347
Fri May 31 2024,SPY240531C00453000,53,0,50.06,50.25,0,0.2115,0.9359,0.0036,653,453.00,SPY240531P00453000,1,-0.865,0.98,1,60,0.2126,-0.0656,0.0037,2237
Fri May 31 2024,SPY240531C00454000,64.44,0,49.1,49.29,0,0.2096,0.9334,0.0038,721,454.00,SPY240531P00454000,0.98,-0.955,1.02,1.04,13,0.2109,-0.0681,0.0038,2158
Fri May 31 2024,SPY240531C00455000,50.24,5.825,48.15,48.34,2,0.2081,0.9307,0.0039,775,455.00,SPY240531P00455000,1.07,-0.93,1.06,1.08,924,0.2092,-0.0708,0.004,11623
Fri May 31 2024,SPY240531C00456000,46.52,0,47.18,47.39,0,0.2061,0.928,0.0041,1384,456.00,SPY240531P00456000,1.1,-0.975,1.1,1.12,15,0.2074,-0.0737,0.0041,356
Fri May 31 2024,SPY240531C00457000,65.32,0,46.23,46.44,0,0.2044,0.925,0.0042,957,457.00,SPY240531P00457000,1.08,-1.075,1.14,1.17,8,0.2057,-0.0767,0.0043,2149
Fri May 31 2024,SPY240531C00458000,48.79,0,45.29,45.49,0,0.2029,0.922,0.0044,1662,458.00,SPY240531P00458000,1.29,-0.94,1.19,1.21,10,0.204,-0.0798,0.0045,648
Fri May 31 2024,SPY240531C00459000,51.21,0,44.36,44.54,0,0.2015,0.9188,0.0046,1207,459.00,SPY240531P00459000,1.24,-1.075,1.24,1.26,124,0.2023,-0.0831,0.0046,174
Fri May 31 2024,SPY240531C00460000,42.53,2.69,43.41,43.6,1,0.1996,0.9154,0.0047,1866,460.00,SPY240531P00460000,1.29,-1.105,1.29,1.32,362,0.2007,-0.0866,0.0048,6264
Fri May 31 2024,SPY240531C00461000,44.92,0,42.47,42.66,0,0.198,0.9118,0.0049,407,461.00,SPY240531P00461000,1.3,-1.195,1.34,1.37,10,0.1989,-0.0902,0.005,295
Fri May 31 2024,SPY240531C00462000,40.1,2.07,41.52,41.72,1,0.1963,0.9081,0.0051,639,462.00,SPY240531P00462000,1.32,-1.265,1.4,1.43,123,0.1975,-0.0938,0.0052,581
Fri May 31 2024,SPY240531C00463000,40.17,0,40.6,40.79,0,0.1949,0.9042,0.0053,419,463.00,SPY240531P00463000,1.42,-1.265,1.47,1.49,156,0.1957,-0.098,0.0054,4575
Fri May 31 2024,SPY240531C00464000,46.48,0,39.67,39.86,0,0.1934,0.9001,0.0055,208,464.00,SPY240531P00464000,1.55,-1.245,1.52,1.56,25,0.1941,-0.1022,0.0056,1051
Fri May 31 2024,SPY240531C00465000,38.67,3.295,38.75,38.93,8,0.1921,0.8958,0.0057,1663,465.00,SPY240531P00465000,1.54,-1.365,1.59,1.62,920,0.1926,-0.1066,0.0059,4665
Fri May 31 2024,SPY240531C00466000,54.2,0,37.81,38,0,0.1902,0.8913,0.006,619,466.00,SPY240531P00466000,1.6,-1.415,1.66,1.69,36,0.191,-0.1111,0.0061,3304
Fri May 31 2024,SPY240531C00467000,40.55,0,36.91,37.09,0,0.189,0.8866,0.0062,860,467.00,SPY240531P00467000,1.78,-1.355,1.74,1.77,111,0.1896,-0.1161,0.0064,1129
Fri May 31 2024,SPY240531C00468000,33.43,0.695,35.99,36.17,4,0.1873,0.8817,0.0064,572,468.00,SPY240531P00468000,1.79,-1.475,1.82,1.85,155,0.188,-0.1212,0.0066,728
Fri May 31 2024,SPY240531C00469000,32.1,0,35.08,35.26,0,0.1859,0.8765,0.0067,987,469.00,SPY240531P00469000,1.79,-1.61,1.9,1.94,28,0.1864,-0.1265,0.0069,785
Fri May 31 2024,SPY240531C00470000,33.13,2.1,34.18,34.35,2,0.1848,0.8711,0.007,2004,470.00,SPY240531P00470000,1.9,-1.635,1.99,2.03,1416,0.1849,-0.132,0.0071,8062
Fri May 31 2024,SPY240531C00471000,30.39,0,33.28,33.45,0,0.1832,0.8653,0.0072,864,471.00,SPY240531P00471000,1.93,-1.75,2.09,2.12,324,0.1835,-0.138,0.0074,1020
Fri May 31 2024,SPY240531C00472000,34.48,5.17,32.38,32.55,1,0.1815,0.8594,0.0075,437,472.00,SPY240531P00472000,2.18,-1.65,2.19,2.22,270,0.182,-0.1441,0.0077,1091
Fri May 31 2024,SPY240531C00473000,34.3,5.81,31.49,31.66,5,0.1803,0.8531,0.0078,22,473.00,SPY240531P00473000,2.13,-1.86,2.29,2.33,20,0.1807,-0.1504,0.008,690
Fri May 31 2024,SPY240531C00474000,35.14,0,30.61,30.78,0,0.1789,0.8466,0.0081,86,474.00,SPY240531P00474000,2.38,-1.78,2.41,2.44,364,0.1792,-0.1572,0.0083,245
Fri May 31 2024,SPY240531C00475000,27.24,0,29.73,29.9,0,0.1774,0.8398,0.0084,436,475.00,SPY240531P00475000,2.56,-1.765,2.52,2.56,2651,0.1778,-0.1643,0.0086,13550
Fri May 31 2024,SPY240531C00476000,35.66,0,28.86,29.02,0,0.1764,0.8327,0.0087,60,476.00,SPY240531P00476000,2.58,-1.93,2.65,2.68,32,0.1764,-0.1718,0.009,908
Fri May 31 2024,SPY240531C00477000,27.91,2.7,28,28.16,3,0.1751,0.8252,0.009,27,477.00,SPY240531P00477000,2.81,-1.89,2.78,2.81,166,0.175,-0.1795,0.0093,494
